"run"	"Année"	"baseline"	"scen"	"ssp"	"recup"	"Bonifié"	"mgmt.unit"	"Superficie"	"Volume"	"Area cut"	"Vol cut"	"min_area"	"min_vol"
9	2035	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"11263"	182	2969583	182	2969583	182	2969583
9	2035	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"11263"	178	3010500	178	3010500	172	2915446
9	2040	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"11263"	182	3149691	182	3149691	168	2915194
9	2040	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"11263"	182	3188688	182	3188688	182	2969583
9	2040	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"11263"	182	3094666	182	3094666	172	2915446
9	2045	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"11263"	182	3225911	182	3225911	168	2915194
9	2045	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"11263"	182	3199784	182	3199784	182	2969583
9	2045	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"11263"	180	3017850	180	3017850	172	2915446
9	2050	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"11263"	182	3128352	182	3128352	168	2915194
9	2050	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"11263"	182	3151676	182	3151676	182	2969583
9	2050	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"11263"	176	3047926	176	3047926	172	2915446
9	2055	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"11263"	182	3059364	182	3059364	168	2915194
9	2055	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"11263"	182	3110893	182	3110893	182	2969583
9	2055	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"11263"	178	2924723	178	2924723	172	2915446
9	2060	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"11263"	182	3124168	182	3124168	168	2915194
9	2060	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"11263"	184	3196754	184	3196754	182	2969583
9	2060	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"11263"	180	3032750	180	3032750	172	2915446
9	2065	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"11263"	182	3054654	182	3054654	168	2915194
9	2065	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"11263"	184	3053505	184	3053505	182	2969583
9	2065	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"11263"	180	2966179	180	2966179	172	2915446
9	2070	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"11263"	184	3172370	184	3172370	168	2915194
9	2070	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"11263"	188	3269631	188	3269631	182	2969583
9	2070	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"11263"	180	3123202	180	3123202	172	2915446
9	2075	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"11263"	184	3220318	184	3220318	168	2915194
9	2075	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"11263"	186	3224852	186	3224852	182	2969583
9	2075	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"11263"	176	3034250	176	3034250	172	2915446
9	2080	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"11263"	186	3429092	186	3429092	168	2915194
9	2080	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"11263"	186	3357842	186	3357842	182	2969583
9	2080	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"11263"	178	3130120	178	3130120	172	2915446
9	2085	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"11263"	186	3158164	186	3158164	168	2915194
9	2085	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"11263"	186	3459640	186	3459640	182	2969583
9	2085	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"11263"	174	2984873	174	2984873	172	2915446
9	2090	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"11263"	189	3577425	189	3577425	168	2915194
9	2090	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"11263"	186	3667544	186	3667544	182	2969583
9	2090	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"11263"	174	3476150	174	3476150	172	2915446
9	2095	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"11263"	170	3425736	170	3425736	168	2915194
9	2095	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"11263"	184	3390120	184	3390120	182	2969583
9	2095	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"11263"	176	3224342	176	3224342	172	2915446
9	2100	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"11263"	168	2977156	168	2977156	168	2915194
9	2100	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"11263"	182	3411889	182	3411889	182	2969583
9	2100	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"11263"	172	2915446	172	2915446	172	2915446
9	2025	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"1171"	158	3405189	158	3405189	134	3007152
9	2025	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"1171"	158	3387995	158	3387995	138	3021646
9	2025	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"1171"	158	3329437	158	3329437	138	3073843
9	2030	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"1171"	158	3384168	158	3384168	134	3007152
9	2030	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"1171"	158	3446378	158	3446378	138	3021646
9	2030	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"1171"	158	3370898	158	3370898	138	3073843
9	2035	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"1171"	160	3369861	160	3369861	134	3007152
9	2035	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"1171"	158	3502856	158	3502856	138	3021646
9	2035	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"1171"	160	3353264	160	3353264	138	3073843
9	2040	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"1171"	158	3148566	158	3148566	134	3007152
9	2040	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"1171"	160	3142525	160	3142525	138	3021646
9	2040	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"1171"	158	3276228	158	3276228	138	3073843
9	2045	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"1171"	160	3213245	160	3213245	134	3007152
9	2045	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"1171"	158	3052502	158	3052502	138	3021646
9	2045	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"1171"	158	3188064	158	3188064	138	3073843
9	2050	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"1171"	160	3372653	160	3372653	134	3007152
9	2050	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"1171"	158	3373851	158	3373851	138	3021646
9	2050	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"1171"	158	3156581	158	3156581	138	3073843
9	2055	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"1171"	156	3350200	156	3350200	134	3007152
9	2055	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"1171"	142	3049360	142	3049360	138	3021646
9	2055	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"1171"	160	3638310	160	3638310	138	3073843
9	2060	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"1171"	158	3245340	158	3245340	134	3007152
9	2060	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"1171"	142	3021646	142	3021646	138	3021646
9	2060	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"1171"	154	3362261	154	3362261	138	3073843
9	2065	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"1171"	156	3395784	156	3395784	134	3007152
9	2065	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"1171"	144	3180476	144	3180476	138	3021646
9	2065	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"1171"	154	3366615	154	3366615	138	3073843
9	2070	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"1171"	158	3430538	158	3430538	134	3007152
9	2070	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"1171"	142	3037946	142	3037946	138	3021646
9	2070	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"1171"	158	3709506	158	3709506	138	3073843
9	2075	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"1171"	162	3755619	162	3755619	134	3007152
9	2075	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"1171"	144	3195858	144	3195858	138	3021646
9	2075	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"1171"	156	3397551	156	3397551	138	3073843
9	2080	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"1171"	142	3135464	142	3135464	134	3007152
9	2080	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"1171"	144	3246166	144	3246166	138	3021646
9	2080	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"1171"	156	3452238	156	3452238	138	3073843
9	2085	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"1171"	134	3007152	134	3007152	134	3007152
9	2085	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"1171"	142	3225052	142	3225052	138	3021646
9	2085	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"1171"	162	3502286	162	3502286	138	3073843
9	2090	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"1171"	148	3237888	148	3237888	134	3007152
9	2090	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"1171"	146	3124329	146	3124329	138	3021646
9	2090	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"1171"	142	3105270	142	3105270	138	3073843
9	2095	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"1171"	144	3090275	144	3090275	134	3007152
9	2095	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"1171"	138	3139405	138	3139405	138	3021646
9	2095	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"1171"	144	3152530	144	3152530	138	3073843
9	2100	"0"	"SSP2-4.5 - reboisement"	"SSP2-4.5"	"20%"	"reboisement"	"1171"	144	3279800	144	3279800	134	3007152
9	2100	"0"	"SSP3-7.0 - reboisement"	"SSP3-7.0"	"20%"	"reboisement"	"1171"	146	3142297	146	3142297	138	3021646
9	2100	"0"	"climat stable - reboisement"	"climat stable"	"20%"	"reboisement"	"1171"	138	3073843	138	3073843	138	3073843
9	2025	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"1171"	158	3581877	158	3581877	150	3052699
9	2025	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"1171"	158	3236475	158	3236475	152	3123510
9	2025	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"1171"	158	3417848	158	3417848	152	3064848
9	2030	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"1171"	158	3241032	158	3241032	150	3052699
9	2030	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"1171"	156	3375505	156	3375505	152	3123510
9	2030	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"1171"	158	3344770	158	3344770	152	3064848
9	2035	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"1171"	157	3402115	157	3402115	150	3052699
9	2035	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"1171"	158	3238925	158	3238925	152	3123510
9	2035	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"1171"	158	3279634	158	3279634	152	3064848
9	2040	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"1171"	160	3227490	160	3227490	150	3052699
9	2040	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"1171"	154	3292998	154	3292998	152	3123510
9	2040	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"1171"	158	3189925	158	3189925	152	3064848
9	2045	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"1171"	160	3129146	160	3129146	150	3052699
9	2045	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"1171"	156	3327914	156	3327914	152	3123510
9	2045	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"1171"	156	3287156	156	3287156	152	3064848
9	2050	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"1171"	156	3238260	156	3238260	150	3052699
9	2050	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"1171"	154	3123510	154	3123510	152	3123510
9	2050	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"1171"	156	3198273	156	3198273	152	3064848
9	2055	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"1171"	156	3530246	156	3530246	150	3052699
9	2055	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"1171"	154	3304962	154	3304962	152	3123510
9	2055	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"1171"	156	3439012	156	3439012	152	3064848
9	2060	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"1171"	154	3376356	154	3376356	150	3052699
9	2060	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"1171"	154	3403458	154	3403458	152	3123510
9	2060	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"1171"	156	3300700	156	3300700	152	3064848
9	2065	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"1171"	154	3315602	154	3315602	150	3052699
9	2065	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"1171"	154	3228302	154	3228302	152	3123510
9	2065	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"1171"	156	3390518	156	3390518	152	3064848
9	2070	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"1171"	154	3527354	154	3527354	150	3052699
9	2070	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"1171"	154	3429984	154	3429984	152	3123510
9	2070	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"1171"	156	3419001	156	3419001	152	3064848
9	2075	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"1171"	155	3409936	155	3409936	150	3052699
9	2075	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"1171"	152	3669722	152	3669722	152	3123510
9	2075	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"1171"	155	3498228	155	3498228	152	3064848
9	2080	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"1171"	158	3576196	158	3576196	150	3052699
9	2080	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"1171"	154	3517218	154	3517218	152	3123510
9	2080	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"1171"	154	3293882	154	3293882	152	3064848
9	2085	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"1171"	156	3443620	156	3443620	150	3052699
9	2085	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"1171"	154	3329596	154	3329596	152	3123510
9	2085	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"1171"	152	3378114	152	3378114	152	3064848
9	2090	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"1171"	156	3344218	156	3344218	150	3052699
9	2090	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"1171"	156	3433944	156	3433944	152	3123510
9	2090	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"1171"	156	3288454	156	3288454	152	3064848
9	2095	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"1171"	154	3202654	154	3202654	150	3052699
9	2095	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"1171"	156	3400418	156	3400418	152	3123510
9	2095	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"1171"	152	3064848	152	3064848	152	3064848
9	2100	"0"	"SSP2-4.5 - recup70%"	"SSP2-4.5"	"70%"	"recup70%"	"1171"	150	3052699	150	3052699	150	3052699
9	2100	"0"	"SSP3-7.0 - recup70%"	"SSP3-7.0"	"70%"	"recup70%"	"1171"	158	3536856	158	3536856	152	3123510
9	2100	"0"	"climat stable - recup70%"	"climat stable"	"70%"	"recup70%"	"1171"	156	3299023	156	3299023	152	3064848
9	2025	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"1171"	158	3284268	158	3284268	154	3092248
9	2025	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"1171"	158	3581820	158	3581820	138	2865988
9	2025	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"1171"	158	3532446	158	3532446	144	2949832
9	2030	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"1171"	158	3579550	158	3579550	154	3092248
9	2030	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"1171"	158	3242224	158	3242224	138	2865988
9	2030	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"1171"	158	3307124	158	3307124	144	2949832
9	2035	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"1171"	158	3105332	158	3105332	154	3092248
9	2035	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"1171"	160	3462239	160	3462239	138	2865988
9	2035	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"1171"	158	3246683	158	3246683	144	2949832
9	2040	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"1171"	156	3288500	156	3288500	154	3092248
9	2040	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"1171"	154	3143864	154	3143864	138	2865988
9	2040	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"1171"	160	3075146	160	3075146	144	2949832
9	2045	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"1171"	156	3156713	156	3156713	154	3092248
9	2045	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"1171"	154	2921790	154	2921790	138	2865988
9	2045	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"1171"	158	3171916	158	3171916	144	2949832
9	2050	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"1171"	156	3092248	156	3092248	154	3092248
9	2050	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"1171"	156	3206760	156	3206760	138	2865988
9	2050	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"1171"	154	3086259	154	3086259	144	2949832
9	2055	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"1171"	156	3243486	156	3243486	154	3092248
9	2055	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"1171"	156	3222902	156	3222902	138	2865988
9	2055	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"1171"	156	3330940	156	3330940	144	2949832
9	2060	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"1171"	156	3405160	156	3405160	154	3092248
9	2060	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"1171"	158	3573400	158	3573400	138	2865988
9	2060	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"1171"	154	3351230	154	3351230	144	2949832
9	2065	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"1171"	154	3375628	154	3375628	154	3092248
9	2065	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"1171"	152	3428783	152	3428783	138	2865988
9	2065	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"1171"	156	3303862	156	3303862	144	2949832
9	2070	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"1171"	156	3456673	156	3456673	154	3092248
9	2070	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"1171"	152	3417521	152	3417521	138	2865988
9	2070	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"1171"	158	3400698	158	3400698	144	2949832
9	2075	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"1171"	158	3306572	158	3306572	154	3092248
9	2075	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"1171"	154	3390237	154	3390237	138	2865988
9	2075	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"1171"	158	3542541	158	3542541	144	2949832
9	2080	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"1171"	156	3535180	156	3535180	154	3092248
9	2080	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"1171"	152	3548738	152	3548738	138	2865988
9	2080	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"1171"	158	3481960	158	3481960	144	2949832
9	2085	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"1171"	156	3495696	156	3495696	154	3092248
9	2085	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"1171"	152	3469890	152	3469890	138	2865988
9	2085	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"1171"	154	3528133	154	3528133	144	2949832
9	2090	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"1171"	154	3366708	154	3366708	154	3092248
9	2090	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"1171"	142	2865988	142	2865988	138	2865988
9	2090	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"1171"	152	3273236	152	3273236	144	2949832
9	2095	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"1171"	154	3535247	154	3535247	154	3092248
9	2095	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"1171"	140	3029100	140	3029100	138	2865988
9	2095	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"1171"	144	3033630	144	3033630	144	2949832
9	2100	"0"	"SSP2-4.5 - reference"	"SSP2-4.5"	"20%"	"reference"	"1171"	154	3506466	154	3506466	154	3092248
9	2100	"0"	"SSP3-7.0 - reference"	"SSP3-7.0"	"20%"	"reference"	"1171"	138	2962704	138	2962704	138	2865988
9	2100	"0"	"climat stable - reference"	"climat stable"	"20%"	"reference"	"1171"	146	2949832	146	2949832	144	2949832
9	2025	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"1171"	158	3340792	158	3340792	142	3031730
9	2025	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"1171"	158	3273708	158	3273708	124	2755298
9	2025	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"1171"	158	3577254	158	3577254	152	3089672
9	2030	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"1171"	160	3311244	160	3311244	142	3031730
9	2030	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"1171"	158	3281115	158	3281115	124	2755298
9	2030	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"1171"	158	3484582	158	3484582	152	3089672
9	2035	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"1171"	160	3345124	160	3345124	142	3031730
9	2035	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"1171"	158	3231366	158	3231366	124	2755298
9	2035	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"1171"	158	3262908	158	3262908	152	3089672
9	2040	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"1171"	156	3110526	156	3110526	142	3031730
9	2040	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"1171"	158	3410744	158	3410744	124	2755298
9	2040	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"1171"	160	3089672	160	3089672	152	3089672
9	2045	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"1171"	160	3570090	160	3570090	142	3031730
9	2045	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"1171"	158	3227856	158	3227856	124	2755298
9	2045	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"1171"	158	3269265	158	3269265	152	3089672
9	2050	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"1171"	154	3130716	154	3130716	142	3031730
9	2050	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"1171"	158	3276900	158	3276900	124	2755298
9	2050	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"1171"	156	3209002	156	3209002	152	3089672
9	2055	"0"	"SSP2-4.5 - reserve"	"SSP2-4.5"	"20%"	"reserve"	"1171"	152	3127063	152	3127063	142	3031730
9	2055	"0"	"SSP3-7.0 - reserve"	"SSP3-7.0"	"20%"	"reserve"	"1171"	158	3368384	158	3368384	124	2755298
9	2055	"0"	"climat stable - reserve"	"climat stable"	"20%"	"reserve"	"1171"	154	3210408	154	3210408	152	3089672
